Song Title,duration_ms,tempo,energy,loudness,danceability,speechiness,acousticness,instrumentalness,liveness,valence,explicit,popularity,chroma,spectral_contrast,zero_crossings,English Lyrics
The Edge of Glory,30000.0,127.8409090909091,0.06334546,-70.65971,,30.138603,0.8730200463360529,0.006619308,0.922358,22.319649696136747,0.0,50.0,0.42695946,,,"['Lyrics', ""There ain't no reason you and me should be alone"", 'Tonight, yeah baby', 'Tonight, yeah baby', ""I got a reason that you're who should take me home tonight"", ""I need a man that thinks it's right when it's so wrong"", 'Tonight, yeah baby', 'Tonight, yeah baby', 'Right on the limits where we know we both belong tonight', ""It's hard to feel the rush"", 'To push the dangerous', ""I'm gonna run right to, to the edge with you"", 'Where we can both fall over in love', ""I'm on the edge of glory"", ""And I'm hanging on a moment of truth"", 'Out on the edge of glory', ""And I'm hanging on a moment with you"", ""I'm on the edge"", 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', ""I'm on the edge of glory"", ""And I'm hanging on a moment with you"", ""I'm on the edge with you"", 'Another shot before we kiss the other side', 'Tonight, yeah baby', 'Tonight, yeah baby', ""I'm on the edge of something final we call life tonight"", 'Alright, alright', ""Pull on your shades 'cause I'll be dancing in the flames"", 'Tonight, yeah baby', 'Tonight, yeah baby', ""It doesn't hurt 'cause everybody knows my name tonight"", 'Alright, alright', ""It's hard to feel the rush"", 'To push the dangerous', ""I'm gonna run right to, to the edge with you"", 'Where we can both fall over in love', ""I'm on the edge of glory"", ""And I'm hanging on a moment of truth"", 'Out on the edge of glory', ""And I'm hanging on a moment with you"", ""I'm on the edge"", 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', ""I'm on the edge of glory"", ""And I'm hanging on a moment with you"", ""I'm on the edge with you"", ""I'm on the edge with you"", ""I'm on the edge with you"", ""I'm on the edge of glory"", ""And I'm hanging on a moment of truth"", 'Out on the edge of glory', ""And I'm hanging on a moment with you"", ""I'm on the edge"", 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', 'The edge', ""I'm on the edge of glory"", ""And I'm hanging on a moment with you"", ""I'm on the edge with you,I'm on the edge with you,I'm on the edge with you""]"
You and I,30000.0,140.625,0.2929558,-62.76323,,25.722002,0.8478583969495131,0.0011197042,1.6010993,20.743076074372656,0.0,50.0,0.50575405,,,"['Lyrics', ""It's been a long time since I came around"", ""Been a long time but I'm back in town"", ""And this time I'm not leavin' without you"", 'You taste like whiskey when you kiss me awe', ""I'd give anything again to be your babydoll"", ""This time I'm not leaving without you."", 'He said, sit back down where you belong', 'In the corner of my bar with your high heels on', 'Sit back down on the couch', 'Were we made love the first time', 'And you said to me', ""(There's Somethin'), Somethin', somethin' about this place"", ""Somethin' 'bout lonely nights"", 'And my lipstick on your face', ""Somethin', somethin' about"", 'My cool Nebraska guy', ""Yeah somethin' about"", 'Baby you and I', ""It's been two years since I let you go"", ""I couldn't listen to a joke or rock n' roll"", 'And muscle cars drove a truck', 'Right through my heart', 'On my birthday you sang me ""Heart of Gold""', ""With a guitar hummin' and no clothes"", ""This time I'm not leaving without you."", 'He said, sit back down where you belong', 'In the corner of my bar with your high heels on', 'Sit back down on the couch', 'Were we made love the first time', 'And you said to me', ""(There's Somethin'), Somethin', somethin' about this place"", ""Somethin' 'bout lonely nights"", 'And my lipstick on your face', ""Somethin', somethin' about"", 'My cool Nebraska guy', ""Yeah somethin' about"", 'Baby you and I', 'You and I,', 'You you and I,', 'You you and I,', 'You you and I,', 'You and I', 'You you and I', ""Oh yeah I'd rather die,"", 'without you and I', '(Come on put your drinks up)', 'We gotta whole lotta money, but we still pay rent', ""'Cause you can't buy a house in heaven"", ""There's only three men that ima serve my whole life"", ""It's my daddy and Nebraska and Jesus Christ."", ""There's Somethin'), Somethin', somethin' about the chase"", '(6 Whole years)', ""I'm a New York woman born to run you down"", 'Still want my lipstick all over your face', ""There's somethin', somethin' about"", ""Just knowin' when it's right"", 'So put your drinks for Nebraska', 'For Nebraska, Nebraska I love you.', 'You and I,', 'You you and I', ""Baby I'd rather die"", 'Without you and I.', 'You and I,', 'You you and I', ""Nebraska I'd rather die"", 'Without you and I.', ""It's been a long time since I came around"", ""Been a long time but I'm back in town"", ""And this time I'm not leavin' without you"", '(Thanks to lulli for these corrections)', ""It's been a long time since I came around"", ""Been a long time but I'm back in town"", ""And this time I'm not leavin' without you"", 'You taste like whiskey when you kiss me awe', ""I'd give anything again to be your babydoll"", ""This time I'm not leaving without you."", 'He said, sit back down where you belong', 'In the corner of my bar with your high heels on', 'Sit back down on the couch', 'Were we made love the first time', 'And you said to me', ""(There's Somethin'), Somethin', somethin' about this place"", ""Somethin' 'bout lonely nights"", 'And my lipstick on your face', ""Somethin', somethin' about"", 'My cool Nebraska guy', ""Yeah somethin' about"", 'Baby you and I', ""It's been two years since I let you go"", ""I couldn't listen to a joke or rock n' roll"", 'And muscle cars drove a truck', 'Right through my heart', 'On my birthday you sang me ""Heart of Gold""', ""With a guitar hummin' and no clothes"", ""This time I'm not leaving without you."", 'He said, sit back down where you belong', 'In the corner of my bar with your high heels on', 'Sit back down on the couch', 'Were we made love the first time', 'And you said to me', ""(There's Somethin'), Somethin', somethin' about this place"", ""Somethin' 'bout lonely nights"", 'And my lipstick on your face', ""Somethin', somethin' about"", 'My cool Nebraska guy', ""Yeah somethin' about"", 'Baby you and I', 'You and I,', 'You you and I,', 'You you and I,', 'You you and I,', 'You and I', 'You you and I', ""Oh yeah I'd rather die,"", 'without you and I', '(Come on put your drinks up)', 'We gotta whole lotta money, but we still pay rent', ""'Cause you can't buy a house in heaven"", ""There's only three men that ima serve my whole life"", ""It's my daddy and Nebraska and Jesus Christ."", ""There's Somethin'), Somethin', somethin' about the chase"", '(6 Whole years)', ""I'm a New York woman born to run you down"", 'Still want my lipstick all over your face', ""There's somethin', somethin' about"", ""Just knowin' when it's right"", 'So put your drinks for Nebraska', 'For Nebraska, Nebraska I love you.', 'You and I,', 'You you and I', ""Baby I'd rather die"", 'Without you and I.', 'You and I,', 'You you and I', ""Nebraska I'd rather die"", 'Without you and I.', ""It's been a long time since I came around"", ""Been a long time but I'm back in town"", ""And this time I'm not leavin' without you"", '(Thanks to lulli, Marilù for these corrections)']"
Marry the Night,29753.469387755104,126.04801829268293,0.135709,-60.992664,,22.90984,0.862053644628142,0.005562248,1.0112221,22.23984411338832,0.0,50.0,0.48644105,,,"['Lyrics', ""I'm gonna marry the night"", ""I won't give up on my life"", ""I'm a warrior queen"", 'Live passionately tonight', ""I'm gonna marry the dark"", 'Gonna make love to the stark', ""I'm a soldier to my own emptiness"", 'I am a winner', ""I'm gonna marry the night"", ""I'm gonna marry the night"", 'Gonna marry the night', ""I'm gonna marry the night"", ""I'm not gonna cry anymore"", ""I'm gonna marry the night"", ""Leave nothin' on these streets to explore"", 'Ma-ma-ma-marry', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', 'Oh', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', ""I'm gonna lace up my boots"", 'Throw on some leather and cruise', 'Down the street that I love', 'In my fishnet gloves', ""I'm a sinner"", ""Then I'll go down to the bar"", ""But I won't cry anymore"", ""I'll hold my whiskey up high"", 'Kiss the bartender twice', ""I'm a loser"", ""I'm gonna marry the night"", ""I'm gonna marry the night"", ""I'm gonna marry the night"", ""I'm not gonna cry anymore"", ""I'm gonna marry the night"", ""Leave nothin' on these streets to explore"", 'Ma-ma-ma-marry', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', 'Oh', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', ""Nothing's too cool"", 'To take me from you', 'New York is not', ""Just a tan that you'll never lose"", 'Love is the new', 'Denim or black', 'Skeleton guns', 'Are wedding bells in the attic', 'Get Ginger ready', 'Climb to Camino front', ""Won't poke holes in the seats with my heels"", ""'Cause that's where we make love"", 'Come on and run', 'Turn the car on and run', ""I'm gonna marry the night"", ""I'm gonna burn a hole in the road"", ""I'm gonna marry the night"", ""Leave nothin' on these streets to explode"", 'Ma-ma-ma-marry (marry)', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', 'Oh', 'Ma-ma-ma-marry (marry)', 'Ma-ma-ma-marry (marry)', 'Ma-ma-ma-marry the night', 'Oh', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry', 'Ma-ma-ma-marry the night', ""I'm gonna marry (marry)"", 'Marry (marry)', ""I'm gonna marry (marry)"", 'Marry (marry)', 'Come on', 'Come on', 'The night (x17)']"
Applause,30000.0,140.625,0.26122838,-59.71293,,18.960693,0.8597978184565487,0.00036522446,1.0872829,20.88180074650147,0.0,50.0,0.48645577,,,"['Lyrics', 'I stand here waiting for you to bang the gong to crash the critic saying', 'Is it right or is it wrong?', 'If only Fame had an IV', 'Baby could I bare being away from you', 'I found the vein, put it in here', 'I live for the Applause, Applause, Applause', 'I live for the Applause-plause', 'Live for the Applause-plause', 'Live for the way that you cheer and scream for me', 'The applause, applause, applause', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'Make it real loud', 'Put your hands up, make em touch, touch', 'Make it real loud', 'Put your hands up, make em touch, touch', ""I've overheard your theory"", ""Nostalgia's for geeks"", 'I guess sir, if you say so', 'Some of us just like to read', ""One second i'm a kunst"", 'Then suddenly the kunst is me', ""Pop culture was in Art now ART's in POP culture, in me!"", 'I live for the Applause, Applause, Applause', 'I live for the Applause-plause', 'Live for the Applause-plause', 'Live for the way that you cheer and scream for me', 'The applause, applause, applause', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'Make it real loud', 'Put your hands up, make em touch, touch', 'Make it real loud', 'Put your hands up, make em touch, touch', 'Touch touch', 'Touch touch now', 'I live for the Applause, Applause, Applause', 'I live for the Applause-plause', 'Live for the Applause-plause', 'Live for the way that you cheer and scream for me', 'The applause, applause, applause', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'Give me the thing that I love', '(turn the lights on)', 'Put your hands up, make em touch', '(make it real loud)', 'A-P-P-L-A-U-S-E', 'Make it real loud', 'Put your hands up, make em touch, touch', 'A-P-P-L-A-U-S-E', 'Make it real loud', 'Put your hands up, make em touch, touch']"
Do What U Want,30000.0,144.23076923076923,0.12667401,-70.3664,,25.28954,0.8960656335913967,9.640801e-05,1.1295488,22.393757975373475,0.0,50.0,0.42315736,,,"['Lyrics', 'Yeah', 'Turn the mic up', 'I feel good, I walk along', 'But then I trip upon myself and I fall, I', ""I stand up, and then I'm OK"", 'But then you print that shit', 'That makes me want to scream', 'So do what you want', 'What you want with my body', 'Do what you want', ""Don't stop, let's party"", 'Do what you want', 'What you want with my body', 'Do what you want', 'What you want with my body', 'Write what you want', 'Say what you want bout me', ""If you're wondering"", ""Know that I'm not sorry"", 'Do what you want', 'What you want with my body', 'What you want with my body', ""You can't have my heart"", ""And you won't use my mind but"", 'Do what you want (with my body)', 'Do what you want with my body', ""You can't stop my voice cause"", 'You dont own my life but', 'Do what you want (with my body)', 'Do what you want (with my body)', 'Early morning, longer nights', 'Tom Ford, private flights', 'Crazy schedule, fast life', ""I wouldn't trade it in"", ""Cause it's our life"", ""(now let's slow it down)"", 'I could be the drink in your cup', 'I could be the green in your blunt', 'Your pusha man, ya I got what you want', 'You want to escape all of the crazy shit', ""You're the mailman, I'm the president"", 'I love to hear you sing, girl', 'Do what I want', 'Do what I want with your body', 'Do what I want', 'Do what I want with your body', 'Back of the club, taking shots, getting naughty', ""No invitations, it's a private party"", 'Do what I want', 'Do what I want with your body', 'Do what I want', 'Do what I want with your body', ""Ya we taking these haters and we roughin' em up"", ""And we lay in the cut like we don't give a fuck"", ""You can't have my heart"", ""And you won't use my mind but"", 'Do what you want with my body', 'Do what you want with my body', ""You can't stop my voice cause"", ""You don't own my life but"", 'Do what you want with my body', 'Do what you want with my body', ""Sometimes I'm scared I suppose"", 'If you ever let me go', 'I would fall apart', 'If you break my heart', 'So just take my body', ""And don't stop the party"", ""You can't have my heart (Help me now)"", ""And you won't use my mind but"", 'Do what you want with my body', 'Do what you want with my body', ""You can't stop my voice cause"", ""You don't own my life but"", 'Do what you want with my body', 'Do what you want with my body', 'Do what you want with me', 'What you want with my body', 'Do what you want with me', 'What you want with my body (world)', 'Do what you want with me', 'What you want with my body', 'Do what you want with me', 'What you want with my body', 'World, help me now', 'What you want with my body', 'Do what you want with my body', 'Do what you want with my body', 'What you want with my body']"
Til It Happens to You,29753.469387755104,117.45383522727272,0.077267855,-69.51555,,19.3539,0.9257171243104124,0.0011944132,0.7968506,24.465856257676684,0.0,50.0,0.3606099,,,"['Lyrics', 'You tell me it gets better,', 'It gets better in time', ""You say I'll pull myself together,"", ""Pull it together, you'll be fine"", 'Tell me, what the hell do you know? What do you know?', 'Tell me how the hell could you know? How would you know?', ""'Til It happens to you, you don't know how it feels,"", 'How it feels', ""'Til it happens to you, you won't know, it won't be real"", ""No, it won't be real, won't know how it feels"", 'You tell me hold your head up,', 'Hold your head up and be strong', ""'Cause when you fall you gotta get up,"", 'You gotta get up and move on', 'Tell me how the hell could you talk, how can you talk?', ""'Cause until you walk where I walk, this is no joke"", ""'Til it happens to you, you don't know how it feels,"", 'How it feels', ""'Til it happens to you, you won't know,"", ""It won't be real (How could you know?)"", ""No it won't be real (How could you know?)"", ""Won't know how I feel"", ""'Til your world burns and crashes"", ""'Til you're at the end, the end of your rope"", ""'Til you're standing in my shoes"", ""I don't wanna hear a thing from you, from you, from you"", ""'Cause you don't know"", ""'Til it happens to you, you don't know how I feel,"", 'How I feel, how I feel', ""'Til it happens to you, you won't know,"", ""It won't be real (How could you know?)"", ""No it won't be real (How could you know?)"", ""Won't know how it feels"", ""'Til it happens to you"", 'Happens to you, happens to you', 'Happens to you, happens to you,', 'Happens to you (How could you know?)', ""'Til it happens you you won't know how I feel""]"
Perfect Illusion,29753.469387755104,123.046875,0.07727606,-67.674355,,24.445894,0.83326584701145,0.0059729894,1.021635,23.93137453914093,0.0,50.0,0.4064207,,,"['Lyrics', 'Oh oh oh...', ""Tryin' to get control"", ""Pressure's takin' its toll"", 'Stuck in the middle zone', 'I just want you alone', 'My guessing game is strong', 'Way too real to be wrong', 'Caught up in your show', 'Yeah, at least now I know', ""It wasn't love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', ""Mistaken for love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', 'You were a perfect illusion', ""I don't need eyes to see"", ""I felt you touchin' me"", 'High like amphetamine', ""Maybe you're just a dream"", ""That's what it means to crush"", ""Now that I'm wakin' up"", 'I still feel the blow', 'But at least now I know', ""It wasn't love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', ""Mistaken for love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', ""Where are you? 'Cause I can't see you"", ""(It was a perfect illusion) But I feel you watchin' me"", 'Dilated, falling free, in a modern ecstasy', ""Where are you? 'Cause I can't see you"", '(It was a perfect illusion, illusion)', ""But I feel you watchin' me, but I feel you watchin' me"", ""(Mistaken for love...) Where were you 'cause I can't see"", ""But I feel you watchin' me"", 'Dilated, falling free', 'In a modern ecstasy', 'In a modern ecstasy', 'In a modern ecstasy', ""I'm over the show"", 'Yeah at least now I know', ""It wasn't love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', ""Mistaken for love, it wasn't love"", 'It was a perfect illusion (Perfect illusion)', 'You were a perfect illusion', 'It was a perfect illusion', 'It was a perfect illusion', 'Somewhere in all the confusion', 'It was a perfect illusion, illusion, illusion', ""(Where were you 'cause I can't see it...)"", 'It was perfect illusion', 'Somewhere in all the confusion', 'You were so perfect', 'You were, you were a perfect illusion']"
Million Reasons,29753.469387755104,132.51201923076923,0.047474492,-71.744606,,24.117065,0.9148918618012966,0.0057925866,0.7926238,23.2095378096624,0.0,50.0,0.40566894,,,"['Lyrics', ""You're giving me a million reasons to let you go"", ""You're giving me a million reasons to quit the show"", ""You're givin' me a million reasons"", 'Give me a million reasons', ""Givin' me a million reasons"", 'About a million reasons', 'If I had a highway, I would run for the hills', ""If you could find a dry way, I'd forever be still"", ""But you're giving me a million reasons"", 'Give me a million reasons', ""Givin' me a million reasons"", 'About a million reasons', 'I bow down to pray', 'I try to make the worst seem better', 'Lord, show me the way', 'To cut through all his worn out leather', ""I've got a hundred million reasons to walk away"", 'But baby, I just need one good one to stay', 'Head stuck in a cycle, I look off and I stare', ""It's like that I've stopped breathing, but completely aware"", ""'Cause you're giving me a million reasons"", 'Give me a million reasons', ""Givin' me a million reasons"", 'About a million reasons', 'And if you say something that you might even mean', ""It's hard to even fathom which parts I should believe"", ""'Cause you're giving me a million reasons"", 'Give me a million reasons', ""Givin' me a million reasons"", 'About a million reasons', 'I bow down to pray', 'I try to make the worst seem better', 'Lord, show me the way', 'To cut through all his worn out leather', ""I've got a hundred million reasons to walk away"", 'But baby, I just need one good one to stay', ""Oh baby I'm bleedin', bleedin', hey"", ""Can't you give me what I'm needin', needin'"", 'Every heartbreak makes it hard to keep the faith', 'But baby, I just need one good one', 'Good one, good one, good one, good one, good one', 'When I bow down to pray', 'I try to make the worst seem better', 'Lord, show me the way', 'To cut through all his worn out leather', ""I've got a hundred million reasons to walk away"", 'But baby, I just need one good one, good one', ""Tell me that you'll be the good one, good one"", 'Baby, I just need one good one to stay']"
Joanne,30000.0,89.10290948275862,0.17353255,-62.707832,,20.603352,0.8137605981304332,0.02449036,1.282104,22.56574601533848,0.0,50.0,0.37544495,,,"['Lyrics', 'Take my hand, stay Joanne', ""Heaven's not ready for you"", 'Every part of my aching heart', 'Needs you more than the angels do', 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?"", 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?"", ""If you could, I know that you'd stay"", ""We both know things don't work that way"", ""I promised I wouldn't say goodbye"", 'So I grin and my voice gets thin', 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?"", 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?"", ""Honestly I know where you're goin'"", ""And baby you're just movin' on"", ""And I'll still love you even if I can't"", 'See you anymore', ""Can't wait to see you soar"", 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?"", 'Girl', ""Where do you think you're goin'?"", ""Where do you think you're goin', goin', girl?""]"
Always Remember Us This Way,30000.0,127.8409090909091,0.17060019,-69.49307,,24.686476,0.9211827155082418,3.4247143e-05,0.9068081,22.8674366481768,0.0,50.0,0.4367472,,,"['Lyrics', 'That Arizona sky', ""Burnin' in your eyes"", 'You look at me and babe I wanna catch on fire', 'It’s buried in my soul', 'Like California gold', 'You found the light in me that I couldn’t find', ""So when I'm all choked up and I can't find the words"", 'Every time we say goodbye baby it hurts', 'When the sun goes down', ""And the band won't play"", ""I'll always remember us this way"", 'Lovers in the night', ""Poets tryin' to write"", ""We don't know how to rhyme but damn we try"", 'But all I really know', ""You're where I wanna go"", ""The part of me that's you will never die"", ""So when I'm all choked up and I can't find the words"", 'Every time we say goodbye baby it hurts', 'When the sun goes down', ""And the band won't play"", ""I'll always remember us this way"", 'Oh yeah', ""I don't wanna be just a memory baby yeah"", 'Oo oo oo oo oo oo oo', 'Oo oo oo oo hoo hoo hoo', 'Oo oo oo oo hoo hoo hooooooooo', ""So when I'm all choked up and I can't find the words"", 'Every time we say goodbye baby it hurts', ""When the sun goes down and the band won't play"", ""I'll always remember us this way"", 'Way yeah', 'When you look at me and the whole world fades', ""I'll always remember us this way"", 'Oouuu hmmmm', 'Ooouuu hmmmmmm']"
Rain on Me,30000.0,117.1875,0.17250562,-70.25885,,23.219778,0.9188012754754392,0.00072692224,1.1348155,22.78389118892745,0.0,50.0,0.46532905,,,"['Lyrics', ""I didn't ask for a free ride"", 'I only asked you to show me a real\u2005good\u2005time', 'I never asked\u2005for the rainfall', 'At least I showed\u2005up, you showed me nothing at all', ""It's coming down on\u205fme"", 'Water\u205flike\u205fmisery', ""It's coming down\u205fon me"", ""I'm ready,\u205frain on me"", ""I'd rather be dry, but at least I'm alive"", 'Rain on me, rain, rain', 'Rain on me, rain, rain', ""I'd rather be dry, but at least I'm alive"", 'Rain on me, rain, rain', 'Rain on me', 'Rain on me', 'Mmm, oh yeah, baby', 'Rain on me', ""Livin' in a world where no one's innocent"", 'Oh, but at least we try, mmm', 'Gotta live my truth, not keep it bottled in', ""So I don't lose my mind, baby, yeah"", ""I can feel it on my skin (It's comin' down on me)"", 'Teardrops on my face (Water like misery)', ""Let it wash away my sins (It's coming down on me)"", 'Let it wash away, yeah', ""I'd rather be dry, but at least I'm alive"", 'Rain on me, rain, rain', 'Rain on me, rain, rain', ""I'd rather be dry, but at least I'm alive"", 'Rain on me, rain, rain', 'Rain (Rain) on (On) me', 'Rain on me', 'Rain on me', 'Oh yeah, yeah', 'Rain on me, ooh yeah', 'Rain on me', 'Rain on me, ooh', 'Hands up to the sky', ""I'll be your galaxy"", ""I'm about to fly"", 'Rain on me, tsunami', 'Hands up to the sky', ""I'll be your galaxy"", ""I'm about to fly"", 'Rain on me (Rain on me)', ""I'd rather be dry, but at least I'm alive (Rain on me)"", 'Rain on me, rain, rain', 'Rain on me, rain, rain (Rain on me)', ""I'd rather be dry, but at least I'm alive (At least I'm alive)"", 'Rain on me, rain, rain (Rain on me, babe)', 'Rain on me (Rain on me)', ""I hear the thunder comin' down"", ""Won't you rain on me?"", 'Eh, eh, yeah (Rain on, woo)', ""I hear the thunder comin' down"", ""Won't you rain on me? (Me)"", 'Eh, eh, yeah', 'Rain on me']"
Stupid Love,29753.469387755104,120.18531976744184,0.33074176,-63.02756,,17.665016,0.8773190639599296,0.00040799935,1.4604343,22.040717484840265,0.0,50.0,0.54616314,,,"['Lyrics', ""You’re the one that I've been waiting for"", ""Gotta quit this crying, nobody's gonna"", 'Heal me if\u2005I\u2005don’t open the\u2005door', 'Kinda hard to believe (Gotta have\u2005faith in me)', 'Freak out, freak out, freak out, freak out (Look at me)', 'Get down, get down, get down, get down (Look at me)', 'Freak out, freak out, freak out, freak out', 'Look at me now', ""'Cause all I ever wanted was love"", 'Hey, hey-uh, (Ooh-ooh), hey, hey-uh, (Ooh-ooh), hey, hey-uh', 'All I ever wanted was love', 'Hey, hey-uh, (Ooh-ooh), hey, hey-uh (Ooh-ooh), hey, hey-uh (Higher, higher)', 'I want your stupid love, love', 'I want your stupid love, love', '(Oh-oh-oh-oh-oh-oh-oh-oh-oh)', ""Now it's time to free me from the chain"", 'I gotta find that peace, is it too late', 'Or could this love protect me from the pain?', 'I would battle for you (Even if I break in two)', 'Freak out, freak out, freak out, freak out (Look at me)', 'Get down, get down, get down, get down (Look at me)', 'Freak out, freak out, freak out, freak out', 'Look at me now', ""'Cause all I ever wanted was love"", 'Hey, hey-uh, (Ooh-ooh), hey, hey-uh, (Ooh-ooh), hey, hey-uh', 'All I ever wanted was love', 'Hey, hey-uh, (Ooh-ooh), hey, hey-uh (Ooh-ooh), hey, hey-uh (Higher, higher)', 'I want your stupid love, love', 'I want your stupid love, love', '(Oh-oh-oh-oh-oh-oh-oh-oh-oh)', ""I don't need a reason (Oh)"", 'Not sorry, I want your stupid love', ""I don't need a reason (Oh)"", 'Not sorry, I want your stupid love', 'Higher, higher', 'I want your stupid love, love (Oh, oh, woo)', 'We got a stupid love, love (Love, love)', '(Oh-oh-oh-oh-oh-oh-oh-oh-oh)', 'I want your stupid love, love', '(Oh-oh-oh-oh-oh-oh-oh-oh-oh)', 'I want your stupid love, love']"
911,30000.0,133.92857142857142,0.26566482,-60.002605,,15.316636,0.838092842254418,0.0003117528,1.2903268,21.19329084453776,0.0,50.0,0.46343452,,,"['Lyrics', 'Turning off emotional faders', 'Keep repeating self hating phrases', 'I have heard enough of these voices', 'Almost like\u2005I\u2005have no choice', 'This\u2005is biological stasis', 'My moods shifting too\u2005many places', 'Wish I laughed to kept the good friendships', 'Wish I\u205ffeel\u205flike\u205fgo again', ""I can't see me\u205fcry"", ""Can't see me cry ever again"", ""I can't see me\u205fcry"", ""Can't see me cry this is the end"", 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Ever since day one', 'Pop a 911', 'And pop another one', 'Keep my dolls inside diamonds boxes', ""Save it 'til I know I'm gonna drop this front"", ""I've built around me oasis"", 'Paradise is in my hands', 'Holding on so tight to this status', ""It's not real but I'll try to grab it"", 'Keep myself in beautiful places', 'Paradise is in my hands', ""I can't see me\u205fcry"", ""Can't see me cry ever again"", ""I can't see me\u205fcry"", ""Can't see me cry this is the end"", 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Ever since day one', 'Pop a 911', 'And pop another one', '[Bridge]', 'P-pop another one', 'Pop a 911', 'P-pop another one', ""I can't see me\u205fcry"", ""Can't see me cry ever again"", ""I can't see me\u205fcry"", ""Can't see me cry this is the end"", 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Pop a 911', 'My biggest enemy is me', 'Ever since day one', 'Pop a 911', 'And pop another one', 'Please catch the line', 'Please catch the line', 'Need a 911, need a 911', 'Please catch the line', 'Please catch the line', 'Need a 911, need a 911', 'Can you catch the line?']"
Free Woman,30000.0,127.8409090909091,0.37176526,-54.75514,,17.863071,0.7789870225457877,0.0036994542,1.6135918,19.6860495711274,0.0,50.0,0.68917733,,,"['Lyrics', '(Be free)', ""I'm walking downtown"", 'It might sound', 'No-one knows me yet', 'Not right now', ""But I'm 'bout to set\u2005this\u2005feeling, in motion"", 'Watch,\u2005watch me now, electric, devotion', 'I see\u2005that I want it, want it (Be free)', ""Don't fight it, fight it"", ""But if I'm gonna go for it"", '(I remember that, that I)', 'I see that I want it, want it (Be free)', ""Don't fight it, fight it"", ""But if I'm gonna go for it"", '(I remember that, that I)', ""I'm not nothing without a steady hand (Hand)"", ""I'm not nothing unless I don't care (Be free, don't care)"", ""I'm still something if I don't got a man"", 'A free woman, ah-ah', '(Be free)', 'This is my dancefloor I fought for', ""Ain't hard, know what I'm livin' for (Be free)"", 'Light up my body', 'And kiss me too heartily (Be free)', ""This time, I'm only listening to me"", 'I see that I want it, want it (Be free)', ""Don't fight it, fight it"", ""But if I'm gonna go for it"", '(I remember that, that I)', 'I see that I want it, want it (Be free)', ""Don't fight it, fight it"", ""But if I'm gonna go for it"", '(I remember that, that I)', ""I'm not nothing without a steady hand (Hand)"", ""I'm not nothing unless I don't care (Be free, don't care)"", ""I'm still something if I don't got a man"", 'A free woman, ah-ah', '(Be free)', ""I'm a free woman"", ""I'm a free woman (Be free)"", ""I'm a free woman"", ""I'm a free woman"", 'Ah-ah (Be free)', 'I want, want to be, be, be, free, free, free, forever, baby', 'I want, want to be, be, be, free, free, free, forever, baby (Be free)', 'I want, want to be, be, be, free, free, free, forever, baby', 'I want, want to be, be, be, free, free, free, forever, baby (Be free)', ""I'm not nothing without a steady hand (Hand)"", ""I'm not nothing unless I don't care (Be free, don't care)"", ""I'm still something if I don't got a man"", 'A free woman, ah-ah', '(Be free)', ""I'm a free woman"", ""I'm a free woman (Be free)"", ""I'm a free woman"", ""I'm a free woman"", 'Ah-ah (Be free)', ""I'm a free woman"", ""I'm a free woman (Be free)"", ""I'm a free woman"", ""I'm a free woman"", 'Ah-ah (Be free)']"
