Song Title,duration_ms,tempo,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,chroma,explicit,popularity
Ballad of a Teenage Queen,30000.0,98.6842105263158,0.11738688,-68.66235,17.58766,0.9294751756817619,0.004339554,1.0423391,21.72071569937003,0.43403396,0.0,50.0
Home of the Blues,29753.469387755104,101.33272058823529,0.02198359,-70.84391,17.07388,0.9141128933502984,0.0009456263,0.88302594,23.746146655736023,0.46856552,0.0,50.0
There You Go,29753.469387755104,107.666015625,0.12494755,-64.430626,25.10487,0.7988571216482868,0.0005425853,1.1960646,24.034034495380432,0.43429816,0.0,50.0
I Still Miss Someone,30000.0,90.66611842105263,0.116162315,-68.3737,18.688139,0.9182921565687551,0.00985218,1.0512882,22.2355194063561,0.39309484,0.0,50.0
Give My Love to Rose,30000.0,82.72058823529412,0.07054763,-71.29991,21.423532,0.941811510498084,0.0036577194,1.1616702,21.001577321349327,0.42205107,0.0,50.0
Five Feet High and Rising,29753.469387755104,83.35433467741936,0.11612504,-66.56808,18.70642,0.9171950770238957,0.0060196077,1.2083652,20.88792103598001,0.4556593,0.0,50.0
Tennessee Flat Top Box,30000.0,96.98275862068965,0.17136693,-65.755104,19.317646,0.9153183572599962,0.023504475,1.1633538,20.79937588692625,0.4368094,0.0,50.0
Delia's Gone,30000.0,130.8139534883721,0.09017762,-73.63393,24.88815,0.9345222948871695,0.0011098294,0.7963907,21.278325666720942,0.41924515,0.0,50.0
Highwayman,30000.0,122.28260869565217,0.05937277,-75.78099,15.477005,0.9483929462819092,4.010464e-05,0.8728928,21.79754490824326,0.35672015,0.0,50.0
One Piece at a Time,29753.469387755104,97.50884433962264,0.060619157,-65.75,22.328508,0.898609475972865,0.008597597,1.3853831,21.20284616720307,0.4114503,0.0,50.0
Daddy Sang Bass,30000.0,97.50884433962264,0.14602797,-66.79214,24.030575,0.8964880536405895,0.057861924,1.16679,23.00045814127415,0.3037813,0.0,50.0
Peace in the Valley,30000.0,122.28260869565217,0.12443584,-66.04514,21.743696,0.898780928002809,0.0065462966,0.9525155,23.095626183107196,0.4626588,0.0,50.0
Superstition,30000.0,86.53846153846153,0.32527784,-75.038574,24.900156,0.96556374221852,0.00055479124,1.3103195,19.056313873980702,0.7548608,0.0,50.0
Isn't She Lovely,29753.469387755104,117.45383522727273,0.110195965,-62.024704,18.034565,0.8104788329857113,0.00052255613,1.2498472,21.863052881324524,0.5120798,0.0,50.0
Sir Duke,30000.0,104.16666666666667,0.075157344,-65.10468,24.479683,0.7902318458877582,0.0010428402,1.4332136,22.333806324781374,0.4699396,0.0,50.0
You Are the Sunshine of My Life,30000.0,114.79591836734694,0.032542225,-74.71043,21.76514,0.9263104454111605,0.0013521474,0.7930965,23.916660846808966,0.3233045,0.0,50.0
Living for the City,30000.0,140.625,0.11089322,-77.26252,16.532701,0.9744787016665611,0.0013771588,0.73299116,20.83465072061583,0.5636381,0.0,50.0
I Wish,30000.0,147.65625,0.14108466,-64.36326,22.995827,0.8658602782333211,0.0014689309,1.1367732,23.01985619002237,0.3595622,0.0,50.0
